# reference form https://leetcode.com/discuss/general-discussion/522705/1000-LeetCode-Problems-within-a-Year
# data: 2020/3/8
#,,45.00%,38.20%,30.80%,,,,30.80%,
#,Title,Acc.,Diff.,Norm. Acc.,Avg. Acc.,Rel. Acc.,Points,Score,Premium
1309,Decrypt String from Alphabet to Integer Mapping,76.60%,Easy,57.40%,45.10%,-22.41%,1,0.776,,
266,Palindrome Permutation,61.20%,Easy,57.30%,45.10%,-22.22%,1,0.778,,1
942,DI String Match,71.10%,Easy,57.28%,45.10%,-22.19%,1,0.778,,
182,Duplicate Emails,59.50%,Easy,56.83%,45.10%,-21.37%,1,0.786,Sql,
206,Reverse Linked List,59.80%,Easy,56.78%,45.10%,-21.27%,1,0.787,,
933,Number of Recent Calls,70.50%,Easy,56.82%,45.10%,-21.34%,1,0.787,,
1050,Actors and Directors Who Cooperated At Least Three Times,71.90%,Easy,56.50%,45.10%,-20.77%,1,0.792,Sql,1
500,Keyboard Row,63.80%,Easy,56.47%,45.10%,-20.70%,1,0.793,,
1082,Sales Analysis I,72.30%,Easy,56.43%,45.10%,-20.64%,1,0.794,Sql,1
243,Shortest Word Distance,59.90%,Easy,56.34%,45.10%,-20.47%,1,0.795,,1
577,Employee Bonus,64.80%,Easy,56.34%,45.10%,-20.47%,1,0.795,Sql,1
476,Number Complement,63.20%,Easy,56.22%,45.10%,-20.25%,1,0.797,,
620,Not Boring Movies,65.20%,Easy,56.11%,45.10%,-20.05%,1,0.800,Sql,
811,Subdomain Visit Count,68.00%,Easy,56.11%,45.10%,-20.05%,1,0.800,,
944,Delete Columns to Make Sorted,69.90%,Easy,56.05%,45.10%,-19.95%,1,0.800,,
463,Island Perimeter,62.80%,Easy,56.01%,45.10%,-19.87%,1,0.801,,
293,Flip Game,60.00%,Easy,55.70%,45.10%,-19.31%,1,0.807,,1
175,Combine Two Tables,57.70%,Easy,55.13%,45.10%,-18.28%,1,0.817,Sql,
412,Fizz Buzz,61.20%,Easy,55.16%,45.10%,-18.32%,1,0.817,,
610,Triangle Judgement,64.00%,Easy,55.05%,45.10%,-18.13%,1,0.819,Sql,1
496,Next Greater Element I,62.20%,Easy,54.93%,45.10%,-17.90%,1,0.821,,
237,Delete Node in a Linked List,58.30%,Easy,54.82%,45.10%,-17.71%,1,0.823,,
922,Sort Array By Parity II,68.00%,Easy,54.48%,45.10%,-17.08%,1,0.829,,
13,Roman to Integer,54.60%,Easy,54.41%,45.10%,-16.96%,1,0.830,,
349,Intersection of Two Arrays,59.50%,Easy,54.38%,45.10%,-16.91%,1,0.831,,
897,Increasing Order Search Tree,67.40%,Easy,54.24%,45.10%,-16.66%,1,0.833,,
929,Unique Email Addresses,67.60%,Easy,53.97%,45.10%,-16.17%,1,0.838,,
883,Projection Area of 3D Shapes,66.90%,Easy,53.95%,45.10%,-16.12%,1,0.839,,
108,Convert Sorted Array to Binary Search Tree,55.20%,Easy,53.62%,45.10%,-15.51%,1,0.845,,
821,Shortest Distance to a Character,65.60%,Easy,53.56%,45.10%,-15.41%,1,0.846,,
1207,Unique Number of Occurrences,71.20%,Easy,53.50%,45.10%,-15.30%,1,0.847,,
169,Majority Element,55.90%,Easy,53.42%,45.10%,-15.16%,1,0.848,,
876,Middle of the Linked List,66.20%,Easy,53.35%,45.10%,-15.03%,1,0.850,,
965,Univalued Binary Tree,67.30%,Easy,53.15%,45.10%,-14.66%,1,0.853,,
1064,Fixed Point,68.70%,Easy,53.09%,45.10%,-14.56%,1,0.854,,1
1051,Height Checker,68.50%,Easy,53.09%,45.10%,-14.55%,1,0.855,,
603,Consecutive Available Seats,61.80%,Easy,52.96%,45.10%,-14.31%,1,0.857,Sql,1
122,Best Time to Buy and Sell Stock II,54.40%,Easy,52.61%,45.10%,-13.68%,1,0.863,,
1327,List the Products Ordered in a Period,72.10%,Easy,52.64%,45.10%,-13.73%,1,0.863,Sql,1
682,Baseball Game,62.50%,Easy,52.50%,45.10%,-13.47%,1,0.865,,
575,Distribute Candies,60.80%,Easy,52.37%,45.10%,-13.24%,1,0.868,,
766,Toeplitz Matrix,63.60%,Easy,52.37%,45.10%,-13.23%,1,0.868,,
1241,Number of Comments per Post,70.50%,Easy,52.30%,45.10%,-13.11%,1,0.869,Sql,1
806,Number of Lines To Write String,64.00%,Easy,52.18%,45.10%,-12.89%,1,0.871,,
283,Move Zeroes,56.30%,Easy,52.15%,45.10%,-12.84%,1,0.872,,
669,Trim a Binary Search Tree,61.90%,Easy,52.09%,45.10%,-12.73%,1,0.873,,
607,Sales Person,60.90%,Easy,52.00%,45.10%,-12.56%,1,0.874,Sql,1
872,Leaf-Similar Trees,64.80%,Easy,52.01%,45.10%,-12.59%,1,0.874,,
1002,Find Common Characters,66.70%,Easy,52.00%,45.10%,-12.58%,1,0.874,,
637,Average of Levels in Binary Tree,61.30%,Easy,51.96%,45.10%,-12.49%,1,0.875,,
893,Groups of Special-Equivalent Strings,65.00%,Easy,51.90%,45.10%,-12.39%,1,0.876,,
908,Smallest Range I,65.20%,Easy,51.88%,45.10%,-12.35%,1,0.876,,
258,Add Digits,55.60%,Easy,51.82%,45.10%,-12.23%,1,0.878,,
217,Contains Duplicate,54.90%,Easy,51.72%,45.10%,-12.05%,1,0.879,,
292,Nim Game,56.00%,Easy,51.72%,45.10%,-12.05%,1,0.879,,
242,Valid Anagram,55.20%,Easy,51.65%,45.10%,-11.93%,1,0.881,,
566,Reshape the Matrix,59.90%,Easy,51.60%,45.10%,-11.84%,1,0.882,,
999,Available Captures for Rook,66.00%,Easy,51.35%,45.10%,-11.38%,1,0.886,,
1047,Remove All Adjacent Duplicates In String,66.50%,Easy,51.14%,45.10%,-11.01%,1,0.890,,
21,Merge Two Sorted Lists,51.40%,Easy,51.09%,45.10%,-10.91%,1,0.891,,
181,Employees Earning More Than Their Managers,53.70%,Easy,51.05%,45.10%,-10.83%,1,0.892,Sql,
751,IP to CIDR,61.90%,Easy,50.89%,45.10%,-10.54%,1,0.895,,1
1122,Relative Sort Array,67.30%,Easy,50.84%,45.10%,-10.46%,1,0.895,,
171,Excel Sheet Column Number,53.30%,Easy,50.79%,45.10%,-10.37%,1,0.896,,
1280,Students and Examinations,69.50%,Easy,50.73%,45.10%,-10.25%,1,0.898,Sql,1
867,Transpose Matrix,63.30%,Easy,50.58%,45.10%,-9.99%,1,0.900,,
762,Prime Number of Set Bits in Binary Representation,61.70%,Easy,50.52%,45.10%,-9.88%,1,0.901,,
1025,Divisor Game,65.50%,Easy,50.47%,45.10%,-9.78%,1,0.902,,
100,Same Tree,51.80%,Easy,50.33%,45.10%,-9.53%,1,0.905,,
784,Letter Case Permutation,61.80%,Easy,50.30%,45.10%,-9.47%,1,0.905,,
1211,Queries Quality and Percentage,68.10%,Easy,50.34%,45.10%,-9.54%,1,0.905,Sql,1
167,Two Sum II - Input array is sorted,52.70%,Easy,50.25%,45.10%,-9.38%,1,0.906,,
1133,Largest Unique Number,66.90%,Easy,50.28%,45.10%,-9.44%,1,0.906,,1
1196,How Many Apples Can You Put into the Basket,67.80%,Easy,50.26%,45.10%,-9.40%,1,0.906,,1
252,Meeting Rooms,53.80%,Easy,50.10%,45.10%,-9.11%,1,0.909,,1
1160,Find Words That Can Be Formed by Characters,67.10%,Easy,50.09%,45.10%,-9.08%,1,0.909,,
1030,Matrix Cells in Distance Order,64.90%,Easy,49.79%,45.10%,-8.55%,1,0.915,,
1237,Find Positive Integer Solution for a Given Equation,67.90%,Easy,49.76%,45.10%,-8.48%,1,0.915,,
1022,Sum of Root To Leaf Binary Numbers,64.70%,Easy,49.71%,45.10%,-8.40%,1,0.916,,
1356,Sort Integers by The Number of 1 Bits,69.60%,Easy,49.71%,45.10%,-8.40%,1,0.916,,
521,Longest Uncommon Subsequence I,57.10%,Easy,49.46%,45.10%,-7.94%,1,0.921,,
800,Similar RGB Color,61.10%,Easy,49.37%,45.10%,-7.77%,1,0.922,,1
1337,The K Weakest Rows in a Matrix,68.80%,Easy,49.19%,45.10%,-7.45%,1,0.925,,
824,Goat Latin,61.20%,Easy,49.11%,45.10%,-7.31%,1,0.927,,
485,Max Consecutive Ones,56.10%,Easy,48.99%,45.10%,-7.08%,1,0.929,,
884,Uncommon Words from Two Sentences,61.90%,Easy,48.93%,45.10%,-6.98%,1,0.930,,
1078,Occurrences After Bigram,64.60%,Easy,48.79%,45.10%,-6.72%,1,0.933,,
693,Binary Number with Alternating Bits,58.90%,Easy,48.74%,45.10%,-6.62%,1,0.934,,
706,Design HashMap,59.00%,Easy,48.65%,45.10%,-6.46%,1,0.935,,
389,Find the Difference,54.30%,Easy,48.59%,45.10%,-6.37%,1,0.936,,
807,Max Increase to Keep City Skyline,82.90%,Medium,71.06%,38.20%,-53.18%,2,0.936,,
1200,Minimum Absolute Difference,66.20%,Easy,48.60%,45.10%,-6.38%,1,0.936,,
448,Find All Numbers Disappeared in an Array,55.10%,Easy,48.53%,45.10%,-6.25%,1,0.938,,
107,Binary Tree Level Order Traversal II,50.00%,Easy,48.43%,45.10%,-6.07%,1,0.939,,
118,Pascal's Triangle,50.20%,Easy,48.47%,45.10%,-6.14%,1,0.939,,
535,Encode and Decode TinyURL,78.70%,Medium,70.85%,38.20%,-52.84%,2,0.943,,
1075,Project Employees I,64.00%,Easy,48.23%,45.10%,-5.71%,1,0.943,Sql,1
705,Design HashSet,58.40%,Easy,48.06%,45.10%,-5.39%,1,0.946,,
512,Game Play Analysis II,55.20%,Easy,47.69%,45.10%,-4.72%,1,0.953,Sql,1
121,Best Time to Buy and Sell Stock,49.40%,Easy,47.63%,45.10%,-4.60%,1,0.954,,
985,Sum of Even Numbers After Queries,62.00%,Easy,47.55%,45.10%,-4.47%,1,0.955,,
256,Paint House,51.20%,Easy,47.45%,45.10%,-4.27%,1,0.957,,1
868,Binary Gap,60.20%,Easy,47.47%,45.10%,-4.32%,1,0.957,,
183,Customers Who Never Order,50.10%,Easy,47.42%,45.10%,-4.22%,1,0.958,Sql,
1046,Last Stone Weight,62.50%,Easy,47.16%,45.10%,-3.75%,1,0.963,,
1114,Print in Order,63.40%,Easy,47.06%,45.10%,-3.57%,1,0.964,Concurrency,
1185,Day of the Week,64.30%,Easy,46.92%,45.10%,-3.32%,1,0.967,,
9,Palindrome Number,46.70%,Easy,46.57%,45.10%,-2.67%,1,0.973,,
27,Remove Element,46.90%,Easy,46.50%,45.10%,-2.56%,1,0.974,,
268,Missing Number,50.30%,Easy,46.37%,45.10%,-2.31%,1,0.977,,
1217,Play with Chips,64.00%,Easy,46.15%,45.10%,-1.91%,1,0.981,,
1113,Reported Posts,62.40%,Easy,46.08%,45.10%,-1.78%,1,0.982,Sql,1
383,Ransom Note,51.50%,Easy,45.88%,45.10%,-1.43%,1,0.986,,
387,First Unique Character in a String,51.50%,Easy,45.82%,45.10%,-1.32%,1,0.987,,
538,Convert BST to Greater Tree,53.60%,Easy,45.71%,45.10%,-1.11%,1,0.989,,
690,Employee Importance,55.80%,Easy,45.68%,45.10%,-1.06%,1,0.989,,
202,Happy Number,48.60%,Easy,45.64%,45.10%,-0.98%,1,0.990,,
812,Largest Triangle Area,57.50%,Easy,45.59%,45.10%,-0.89%,1,0.991,,
1294,Weather Type in Each Country,64.60%,Easy,45.62%,45.10%,-0.95%,1,0.991,Sql,1
520,Detect Capital,53.00%,Easy,45.37%,45.10%,-0.50%,1,0.995,,
257,Binary Tree Paths,49.10%,Easy,45.33%,45.10%,-0.42%,1,0.996,,
119,Pascal's Triangle II,47.00%,Easy,45.25%,45.10%,-0.28%,1,0.997,,
70,Climbing Stairs,46.20%,Easy,45.17%,45.10%,-0.13%,1,0.999,,
350,Intersection of Two Arrays II,50.30%,Easy,45.17%,45.10%,-0.12%,1,0.999,,
371,Sum of Two Integers,50.60%,Easy,45.16%,45.10%,-0.11%,1,0.999,,
1,Two Sum,45.10%,Easy,45.09%,45.10%,0.03%,1,1.000,,
53,Maximum Subarray,45.70%,Easy,44.92%,45.10%,0.32%,1,1.003,,
748,Shortest Completing Word,55.90%,Easy,44.93%,45.10%,0.31%,1,1.003,,
788,Rotated Digits,56.50%,Easy,44.94%,45.10%,0.29%,1,1.003,,
696,Count Binary Substrings,55.10%,Easy,44.89%,45.10%,0.38%,1,1.004,,
892,Surface Area of 3D Shapes,57.90%,Easy,44.82%,45.10%,0.51%,1,1.005,,
653,Two Sum IV - Input is a BST,54.30%,Easy,44.72%,45.10%,0.69%,1,1.007,,
1009,Complement of Base 10 Integer,59.50%,Easy,44.70%,45.10%,0.73%,1,1.007,,
235,Lowest Common Ancestor of a Binary Search Tree,48.10%,Easy,44.65%,45.10%,0.81%,1,1.008,,
447,Number of Boomerangs,51.20%,Easy,44.64%,45.10%,0.83%,1,1.008,,
530,Minimum Absolute Difference in BST,52.40%,Easy,44.63%,45.10%,0.86%,1,1.009,,
654,Maximum Binary Tree,78.30%,Medium,68.71%,38.20%,-49.37%,2,1.013,,
1099,Two Sum Less Than K,60.50%,Easy,44.38%,45.10%,1.31%,1,1.013,,1
404,Sum of Left Leaves,50.20%,Easy,44.27%,45.10%,1.50%,1,1.015,,
101,Symmetric Tree,45.70%,Easy,44.22%,45.10%,1.61%,1,1.016,,
191,Number of 1 Bits,47.00%,Easy,44.20%,45.10%,1.64%,1,1.016,,
606,Construct String from Binary Tree,53.10%,Easy,44.21%,45.10%,1.62%,1,1.016,,
888,Fair Candy Swap,57.20%,Easy,44.18%,45.10%,1.68%,1,1.017,,
701,Insert into a Binary Search Tree,78.80%,Medium,68.52%,38.20%,-49.06%,2,1.019,,
1103,Distribute Candies to People,60.10%,Easy,43.92%,45.10%,2.14%,1,1.021,,
917,Reverse Only Letters,57.20%,Easy,43.75%,45.10%,2.46%,1,1.025,,
232,Implement Queue using Stacks,47.10%,Easy,43.70%,45.10%,2.55%,1,1.026,,
896,Monotonic Array,56.80%,Easy,43.66%,45.10%,2.63%,1,1.026,,
1065,Index Pairs of a String,59.20%,Easy,43.58%,45.10%,2.77%,1,1.028,,1
409,Longest Palindrome,49.50%,Easy,43.50%,45.10%,2.91%,1,1.029,,
1189,Maximum Number of Balloons,60.90%,Easy,43.46%,45.10%,2.98%,1,1.030,,
1150,Check If a Number Is Majority Element in a Sorted Array,60.20%,Easy,43.33%,45.10%,3.22%,1,1.032,,1
453,Minimum Moves to Equal Array Elements,49.80%,Easy,43.16%,45.10%,3.54%,1,1.035,,
83,Remove Duplicates from Sorted List,44.30%,Easy,43.08%,45.10%,3.67%,1,1.037,,
26,Remove Duplicates from Sorted Array,43.40%,Easy,43.02%,45.10%,3.79%,1,1.038,,
976,Largest Perimeter Triangle,57.10%,Easy,42.79%,45.10%,4.22%,1,1.042,,
1089,Duplicate Zeros,58.70%,Easy,42.73%,45.10%,4.32%,1,1.043,,
697,Degree of an Array,52.90%,Easy,42.68%,45.10%,4.41%,1,1.044,,
38,Count and Say,43.10%,Easy,42.54%,45.10%,4.66%,1,1.047,,
455,Assign Cookies,49.20%,Easy,42.53%,45.10%,4.69%,1,1.047,,
733,Flood Fill,53.10%,Easy,42.35%,45.10%,5.01%,1,1.050,,
270,Closest Binary Search Tree Value,46.20%,Easy,42.24%,45.10%,5.21%,1,1.052,,1
1013,Partition Array Into Three Parts With Equal Sum,57.10%,Easy,42.24%,45.10%,5.20%,1,1.052,,
506,Relative Ranks,49.60%,Easy,42.18%,45.10%,5.32%,1,1.053,,
392,Is Subsequence,47.90%,Easy,42.15%,45.10%,5.37%,1,1.054,,
1260,Shift 2D Grid,60.60%,Easy,42.12%,45.10%,5.43%,1,1.054,,
492,Construct the Rectangle,49.20%,Easy,41.98%,45.10%,5.68%,1,1.057,,
67,Add Binary,42.30%,Easy,41.32%,45.10%,6.89%,1,1.069,,
1287,Element Appearing More Than 25% In Sorted Array,60.20%,Easy,41.32%,45.10%,6.88%,1,1.069,,
1170,Compare Strings by Frequency of the Smallest Character,58.30%,Easy,41.14%,45.10%,7.21%,1,1.072,,
599,Minimum Index Sum of Two Lists,49.80%,Easy,41.01%,45.10%,7.44%,1,1.074,,
953,Verifying an Alien Dictionary,55.00%,Easy,41.02%,45.10%,7.43%,1,1.074,,
35,Search Insert Position,41.50%,Easy,40.99%,45.10%,7.49%,1,1.075,,
110,Balanced Binary Tree,42.60%,Easy,40.99%,45.10%,7.49%,1,1.075,,
66,Plus One,41.90%,Easy,40.93%,45.10%,7.59%,1,1.076,,
661,Image Smoother,50.60%,Easy,40.91%,45.10%,7.64%,1,1.076,,
544,Output Contest Matches,74.60%,Medium,66.62%,38.20%,-45.99%,2,1.080,,1
401,Binary Watch,46.50%,Easy,40.62%,45.10%,8.16%,1,1.082,,
1118,Number of Days in a Month,57.00%,Easy,40.60%,45.10%,8.19%,1,1.082,,1
246,Strobogrammatic Number,44.10%,Easy,40.49%,45.10%,8.39%,1,1.084,,1
1029,Two City Scheduling,55.60%,Easy,40.51%,45.10%,8.36%,1,1.084,,
598,Range Addition II,49.20%,Easy,40.43%,45.10%,8.51%,1,1.085,,
704,Binary Search,50.60%,Easy,40.27%,45.10%,8.79%,1,1.088,,
543,Diameter of Binary Tree,48.20%,Easy,40.24%,45.10%,8.86%,1,1.089,,
1137,N-th Tribonacci Number,56.90%,Easy,40.22%,45.10%,8.88%,1,1.089,,
415,Add Strings,46.00%,Easy,39.91%,45.10%,9.45%,1,1.094,,
783,Minimum Distance Between BST Nodes,51.40%,Easy,39.92%,45.10%,9.44%,1,1.094,,
937,Reorder Data in Log Files,53.70%,Easy,39.96%,45.10%,9.37%,1,1.094,,
1331,Rank Transform of an Array,59.40%,Easy,39.88%,45.10%,9.51%,1,1.095,,
225,Implement Stack using Queues,42.90%,Easy,39.60%,45.10%,10.02%,1,1.100,,
1322,Ads Performance,59.00%,Easy,39.61%,45.10%,10.00%,1,1.100,Sql,1
541,Reverse String II,47.40%,Easy,39.47%,45.10%,10.26%,1,1.103,,
563,Binary Tree Tilt,47.70%,Easy,39.44%,45.10%,10.30%,1,1.103,,
231,Power of Two,42.80%,Easy,39.41%,45.10%,10.36%,1,1.104,,
1084,Sales Analysis III,55.30%,Easy,39.40%,45.10%,10.38%,1,1.104,Sql,1
155,Min Stack,41.00%,Easy,38.73%,45.10%,11.61%,1,1.116,,
198,House Robber,41.60%,Easy,38.70%,45.10%,11.66%,1,1.117,,
1270,All People Report to the Given Manager,84.10%,Medium,65.47%,38.20%,-44.13%,2,1.117,Sql,1
1317,Convert Integer to the Sum of Two No-Zero Integers,57.90%,Easy,38.58%,45.10%,11.87%,1,1.119,,
437,Path Sum III,44.90%,Easy,38.49%,45.10%,12.04%,1,1.120,,
860,Lemonade Change,51.10%,Easy,38.49%,45.10%,12.05%,1,1.120,,
534,Game Play Analysis III,73.20%,Medium,65.37%,38.20%,-43.96%,2,1.121,Sql,1
717,1-bit and 2-bit Characters,49.00%,Easy,38.48%,45.10%,12.05%,1,1.121,,
551,Student Attendance Record I,46.50%,Easy,38.42%,45.10%,12.17%,1,1.122,,
112,Path Sum,39.90%,Easy,38.26%,45.10%,12.46%,1,1.125,,
504,Base 7,45.60%,Easy,38.21%,45.10%,12.55%,1,1.126,,
746,Min Cost Climbing Stairs,49.10%,Easy,38.16%,45.10%,12.64%,1,1.126,,
345,Reverse Vowels of a String,43.10%,Easy,38.04%,45.10%,12.86%,1,1.129,,
703,Kth Largest Element in a Stream,48.20%,Easy,37.89%,45.10%,13.13%,1,1.131,,
1184,Distance Between Bus Stops,55.30%,Easy,37.93%,45.10%,13.05%,1,1.131,,
20,Valid Parentheses,38.10%,Easy,37.81%,45.10%,13.28%,1,1.133,,
796,Rotate String,49.50%,Easy,37.83%,45.10%,13.25%,1,1.133,,
1071,Greatest Common Divisor of Strings,53.40%,Easy,37.69%,45.10%,13.49%,1,1.135,,
141,Linked List Cycle,39.70%,Easy,37.63%,45.10%,13.60%,1,1.136,,
993,Cousins in Binary Tree,52.20%,Easy,37.64%,45.10%,13.60%,1,1.136,,
1076,Project Employees II,53.40%,Easy,37.62%,45.10%,13.63%,1,1.136,Sql,1
303,Range Sum Query - Immutable,42.00%,Easy,37.56%,45.10%,13.74%,1,1.137,,
628,Maximum Product of Three Numbers,46.80%,Easy,37.59%,45.10%,13.68%,1,1.137,,
263,Ugly Number,41.20%,Easy,37.34%,45.10%,14.13%,1,1.141,,
1282,Group the People Given the Group Size They Belong To,83.50%,Medium,64.70%,38.20%,-42.88%,2,1.142,,
405,Convert a Number to Hexadecimal,43.20%,Easy,37.26%,45.10%,14.28%,1,1.143,,
1141,User Activity for the Past 30 Days I,54.00%,Easy,37.27%,45.10%,14.27%,1,1.143,Sql,1
326,Power of Three,41.90%,Easy,37.12%,45.10%,14.54%,1,1.145,,
299,Bulls and Cows,41.40%,Easy,37.01%,45.10%,14.73%,1,1.147,,
88,Merge Sorted Array,38.10%,Easy,36.81%,45.10%,15.10%,1,1.151,,
830,Positions of Large Groups,48.80%,Easy,36.63%,45.10%,15.43%,1,1.154,,
1332,Remove Palindromic Subsequences,56.20%,Easy,36.66%,45.10%,15.37%,1,1.154,,
